"g1_geneID","g1_geneName","g1_geneType","XIST_r","XIST_perct","ttl_pos_r","ttl_neg_r","cor_bias"
"ENSG00000159202.18","UBE2Z","protein_coding",0.100423782256545,40.9061488673139,5,5,0
"ENSG00000159592.11","GPBP1L1","protein_coding",0.129823493677314,51.0679611650485,3,3,0
"ENSG00000160075.12","SSU72","protein_coding",0.222315066275892,78.9805825242718,18,3,15
"ENSG00000160193.12","WDR4","protein_coding",0.194672815298881,71.326860841424,0,1,-1
"ENSG00000160211.20","G6PD","protein_coding",0.00860178456913484,13.0258899676375,16,2,14
"ENSG00000160799.13","CCDC12","protein_coding",0.162100382902724,62.2330097087379,5,0,5
"ENSG00000162367.12","TAL1","protein_coding",0.388140419317574,98.0582524271845,6,2,4
"ENSG00000162616.9","DNAJB4","protein_coding",0.0862327918236069,36.0679611650485,8,0,8
"ENSG00000162980.17","ARL5A","protein_coding",0.380934688541731,97.7184466019417,4,1,3
"ENSG00000163110.15","PDLIM5","protein_coding",0.0560893752179829,26.1326860841424,2,0,2
"ENSG00000163162.9","RNF149","protein_coding",0.0837410083951362,35.2750809061489,6,2,4
"ENSG00000163349.22","HIPK1","protein_coding",0.0153105734639322,14.57928802589,7,1,6
"ENSG00000163655.16","GMPS","protein_coding",0.0246997886289992,17.378640776699,1,0,1
"ENSG00000163956.13","LRPAP1","protein_coding",0.0756240943980243,32.4919093851133,0,4,-4
"ENSG00000163961.4","RNF168","protein_coding",0.205100644992904,74.4822006472492,6,0,6
"ENSG00000164118.13","CEP44","protein_coding",0.0521949286742366,25.0323624595469,1,0,1
"ENSG00000164164.17","OTUD4","protein_coding",0.00743401484727222,12.7669902912621,5,2,3
"ENSG00000164654.16","MIOS","protein_coding",0.0883238655813215,36.9093851132686,5,1,4
"ENSG00000164715.6","LMTK2","protein_coding",NA,NA,3,2,1
"ENSG00000164985.15","PSIP1","protein_coding",0.20696772486529,74.9190938511327,1,2,-1
"ENSG00000165195.16","PIGA","protein_coding",0.203476700660594,74.0453074433657,3,0,3
"ENSG00000165244.7","ZNF367","protein_coding",0.231089466023206,81.0517799352751,2,2,0
"ENSG00000165359.16","INTS6L","protein_coding",0.311702657586273,93.1877022653722,1,2,-1
"ENSG00000165392.11","WRN","protein_coding",0.40787497283536,98.7540453074434,2,0,2
"ENSG00000165983.15","PTER","protein_coding",0.318043181499242,94.0129449838188,1,1,0
"ENSG00000166266.14","CUL5","protein_coding",0.19913703101461,72.6537216828479,5,1,4
"ENSG00000166619.15","BLCAP","protein_coding",0.254901454863374,85.4692556634304,3,2,1
"ENSG00000167196.14","FBXO22","protein_coding",0.0421354779235122,22.2653721682848,4,1,3
"ENSG00000167355.8","OR51B5","protein_coding",0.413486239963124,98.8834951456311,20,0,20
"ENSG00000167635.12","ZNF146","protein_coding",0.255212213498349,85.5016181229773,17,17,0
"ENSG00000167721.11","TSR1","protein_coding",0.148650314446194,57.7346278317152,4,9,-5
"ENSG00000167987.11","VPS37C","protein_coding",0.151323059236179,58.6084142394822,7,3,4
"ENSG00000168028.15","RPSA","protein_coding",-0.104705400621682,0.679611650485437,1,3,-2
"ENSG00000168385.18","SEPTIN2","protein_coding",0.406310218946743,98.6893203883495,4,6,-2
"ENSG00000168397.17","ATG4B","protein_coding",0.209646144904565,75.5663430420712,10,4,6
"ENSG00000168575.11","SLC20A2","protein_coding",0.278295742931088,88.9805825242718,6,2,4
"ENSG00000170340.11","B3GNT2","protein_coding",0.084295621618089,35.42071197411,2,1,1
"ENSG00000170606.16","HSPA4","protein_coding",0.124530098564611,49.1100323624595,3,0,3
"ENSG00000170854.18","RIOX2","protein_coding",0.190700619597426,70.2427184466019,2,0,2
"ENSG00000170871.12","KIAA0232","protein_coding",0.303868399308561,92.3139158576052,12,0,12
"ENSG00000170889.14","RPS9","protein_coding",0.0474972396313902,23.7864077669903,37,1,36
"ENSG00000171109.19","MFN1","protein_coding",0.285781001115542,90.0161812297735,8,0,8
"ENSG00000171316.14","CHD7","protein_coding",-0.0214965365011192,7.45954692556634,4,1,3
"ENSG00000171320.15","ESCO2","protein_coding",0.154118415092037,59.3851132686084,2,0,2
"ENSG00000171492.14","LRRC8D","protein_coding",0.270595516057085,87.7831715210356,0,4,-4
"ENSG00000171793.17","CTPS1","protein_coding",0.120084263448151,47.621359223301,5,2,3
"ENSG00000171862.16","PTEN","protein_coding",0.07424053919499,32.0873786407767,4,5,-1
"ENSG00000173598.14","NUDT4","protein_coding",0.117130367957548,46.5695792880259,1,0,1
"ENSG00000173692.14","PSMD1","protein_coding",0.0977757930258381,40.2588996763754,3,6,-3
"ENSG00000173726.11","TOMM20","protein_coding",0.250303456163817,84.5145631067961,2,7,-5
"ENSG00000173926.6","MARCHF3","protein_coding",0.238317736983174,82.378640776699,1,2,-1
"ENSG00000174371.17","EXO1","protein_coding",0.149879915164263,58.1067961165049,3,0,3
"ENSG00000174718.12","RESF1","protein_coding",0.18187995095345,67.6860841423948,11,2,9
"ENSG00000175029.17","CTBP2","protein_coding",0.434568516397035,99.2880258899676,3,1,2
"ENSG00000175470.20","PPP2R2D","protein_coding",0.315848082852939,93.7540453074434,4,5,-1
"ENSG00000175556.18","LONRF3","protein_coding",0.166098449410374,63.4304207119741,4,1,3
"ENSG00000176444.20","CLK2","protein_coding",0.207305102897322,74.9838187702265,9,2,7
"ENSG00000177150.13","FAM210A","protein_coding",0.0557999234355483,26.0517799352751,1,0,1
"ENSG00000177410.14","ZFAS1","lncRNA",0.0823143101087305,34.7411003236246,5,1,4
"ENSG00000177885.15","GRB2","protein_coding",0.184546430465511,68.4466019417476,22,7,15
"ENSG00000177917.12","ARL6IP6","protein_coding",0.141305870519486,55.3559870550162,0,0,0
"ENSG00000178440.9","TIMM23B-AGAP6","protein_coding",0.236901557456159,82.2168284789644,5,0,5
"ENSG00000178538.10","CA8","protein_coding",0.290253426286249,90.5825242718447,0,0,0
"ENSG00000178950.18","GAK","protein_coding",0.256619503267006,85.7281553398058,13,2,11
"ENSG00000179051.14","RCC2","protein_coding",0.196284300994324,71.8284789644013,1,2,-1
"ENSG00000179588.9","ZFPM1","protein_coding",0.27998117645933,89.1747572815534,11,1,10
"ENSG00000180596.9","H2BC4","protein_coding",-0.0332031245564917,5.5663430420712,34,4,30
"ENSG00000180822.12","PSMG4","protein_coding",0.25543072201498,85.5339805825243,5,13,-8
"ENSG00000181404.18","WASHC1","protein_coding",0.299981870122679,91.9417475728155,4,0,4
"ENSG00000182095.15","TNRC18","protein_coding",0.325104818809098,94.6116504854369,9,1,8
"ENSG00000182670.14","TTC3","protein_coding",0.385343858586192,97.9935275080906,3,0,3
"ENSG00000182712.16","CMC4","protein_coding",0.0165509142375794,14.9514563106796,3,3,0
"ENSG00000183255.12","PTTG1IP","protein_coding",0.290568591111739,90.631067961165,6,1,5
"ENSG00000183291.18","SELENOF","protein_coding",0.147161894569753,57.3139158576052,2,0,2
"ENSG00000183814.16","LIN9","protein_coding",0.123013894890892,48.6245954692557,3,7,-4
"ENSG00000184203.8","PPP1R2","protein_coding",0.0718458405903039,31.1326860841424,7,6,1
"ENSG00000184432.11","COPB2","protein_coding",0.137017835576502,53.9320388349515,1,2,-1
"ENSG00000184575.12","XPOT","protein_coding",0.232611413355568,81.326860841424,3,6,-3
"ENSG00000184863.11","RBM33","protein_coding",0.228997901988315,80.5016181229773,0,0,0
"ENSG00000184937.17","WT1","protein_coding",0.137149004769328,53.9644012944984,1,0,1
"ENSG00000185946.16","RNPC3","protein_coding",0.112856487713558,44.9190938511327,1,0,1
"ENSG00000186716.21","BCR","protein_coding",0.102790130230309,41.6828478964401,11,0,11
"ENSG00000187109.15","NAP1L1","protein_coding",0.124995593387125,49.336569579288,2,1,1
"ENSG00000188994.14","ZNF292","protein_coding",0.400144348936115,98.495145631068,2,0,2
"ENSG00000196305.19","IARS1","protein_coding",0.151724023153546,58.7216828478964,4,1,3
"ENSG00000196396.10","PTPN1","protein_coding",0.168637764455354,64.1100323624595,8,3,5
"ENSG00000196418.13","ZNF124","protein_coding",0.236857149671183,82.2006472491909,7,1,6
"ENSG00000196449.4","YRDC","protein_coding",0.00987795843933128,13.3009708737864,9,1,8
"ENSG00000196565.15","HBG2","protein_coding",0.158080858000132,60.8252427184466,18,0,18
"ENSG00000196793.14","ZNF239","protein_coding",0.0230337290351285,16.9417475728155,5,5,0
"ENSG00000196924.19","FLNA","protein_coding",0.206352438369849,74.8381877022654,12,0,12
"ENSG00000197006.15","METTL9","protein_coding",0.162414684927132,62.378640776699,5,7,-2
"ENSG00000197111.16","PCBP2","protein_coding",0.219747184038624,78.2200647249191,7,4,3
"ENSG00000197147.15","LRRC8B","protein_coding",0.354944141443515,96.5210355987055,7,1,6
"ENSG00000197183.15","NOL4L","protein_coding",0.310904259204163,93.0906148867314,12,3,9
"ENSG00000197562.10","RAB40C","protein_coding",0.220912299217253,78.5275080906149,16,3,13
"ENSG00000198000.12","NOL8","protein_coding",0.0419533935148894,22.168284789644,4,2,2
"ENSG00000198363.18","ASPH","protein_coding",0.175966406930544,66.2135922330097,1,0,1
"ENSG00000198380.13","GFPT1","protein_coding",0.200189783715367,72.9611650485437,3,1,2
"ENSG00000198408.14","OGA","protein_coding",0.121490108663677,48.0582524271845,3,3,0
"ENSG00000198420.10","TCAF1","protein_coding",0.136634602291548,53.705501618123,4,4,0
"ENSG00000198589.15","LRBA","protein_coding",0.0241830869315726,17.2168284789644,2,0,2
"ENSG00000198612.11","COPS8","protein_coding",0.0970450324009026,39.9838187702265,6,0,6
"ENSG00000198756.12","COLGALT2","protein_coding",0.133101150561875,52.3300970873786,1,0,1
"ENSG00000198843.14","SELENOT","protein_coding",0.210000213541316,75.663430420712,3,0,3
"ENSG00000198959.12","TGM2","protein_coding",0.0875063622201997,36.6019417475728,3,0,3
"ENSG00000198964.14","SGMS1","protein_coding",0.232301787876025,81.2135922330097,4,0,4
"ENSG00000204427.12","ABHD16A","protein_coding",0.190281023478705,70.1294498381877,47,6,41
"ENSG00000204463.14","BAG6","protein_coding",0.384620106052691,97.9288025889968,33,2,31
"ENSG00000213024.13","NUP62","protein_coding",0.132506419975893,52.0711974110032,3,8,-5
"ENSG00000213066.14","CEP43","protein_coding",0.201206360968333,73.3495145631068,4,0,4
"ENSG00000213551.7","DNAJC9","protein_coding",0.236751014326648,82.168284789644,7,2,5
"ENSG00000213931.7","HBE1","protein_coding",0.165850336348598,63.3818770226537,19,0,19
"ENSG00000214078.13","CPNE1","protein_coding",0.277877297238535,88.8511326860841,8,5,3
"ENSG00000214517.10","PPME1","protein_coding",0.114247218038276,45.5016181229773,1,1,0
"ENSG00000215417.15","MIR17HG","lncRNA",0.067027082707261,29.8058252427184,1,0,1
"ENSG00000215908.12","CROCCP2","transcribed_unprocessed_pseudogene",0.28075081692776,89.336569579288,7,1,6
"ENSG00000224699.13","LAMTOR5-AS1","lncRNA",0.390928031310764,98.2038834951456,4,1,3
"ENSG00000229124.9","VIM-AS1","lncRNA",0.182924310628434,68.0744336569579,2,2,0
"ENSG00000229140.13","CCDC26","lncRNA",0.166257960719869,63.5113268608414,1,0,1
"ENSG00000229807.14","XIST","lncRNA",1,100,0,0,0
"ENSG00000229953.2","BCAN-AS2","lncRNA",0.0735460397385978,31.8284789644013,4,2,2
"ENSG00000233098.11","CCDC144NL-AS1","lncRNA",0.350130298300354,96.1974110032362,0,0,0
"ENSG00000237505.9","PKN2-AS1","lncRNA",NA,NA,1,0,1
"ENSG00000239264.9","TXNDC5","protein_coding",0.128460181261418,50.5501618122977,1,1,0
"ENSG00000242086.9","MUC20-OT1","lncRNA",0.314725219226406,93.6407766990291,8,0,8
"ENSG00000245937.11","SLC12A2-DT","lncRNA",0.00531321208954934,12.3948220064725,2,0,2
"ENSG00000246334.4","PRR7-AS1","lncRNA",-0.0814057566445006,1.56957928802589,17,4,13
"ENSG00000248333.9","CDK11B","protein_coding",0.226568330681656,79.8543689320388,15,4,11
"ENSG00000248858.8","FLJ46284","lncRNA",0.485844312709035,99.9190938511327,3,0,3
"ENSG00000250075.8","ENSG00000250075","lncRNA",0.407262427173771,98.7216828478964,1,0,1
"ENSG00000250251.7","PKD1P6","transcribed_unprocessed_pseudogene",0.314690403099757,93.6245954692557,8,1,7
"ENSG00000254639.2","ENSG00000254639","lncRNA",0.152800801499689,59.0776699029126,6,0,6
"ENSG00000257621.10","PSMA3-AS1","lncRNA",0.205946893326968,74.7249190938511,3,3,0
"ENSG00000265354.4","TIMM23","protein_coding",0.140929942449168,55.1618122977346,0,4,-4
"ENSG00000279583.2","ENSG00000279583","lncRNA",0.2005504151379,73.0744336569579,13,4,9
"ENSG00000282024.2","ENSG00000282024","lncRNA",0.23164242226525,81.1003236245955,1,0,1
"ENSG00000283317.1","ENSG00000283317","lncRNA",0.0463539747308957,23.3818770226537,24,2,22
"ENSG00000289245.3","ENSG00000289245","lncRNA",0.096548240190114,39.8381877022654,2,7,-5
"ENSG00000289405.3","ENSG00000289405","lncRNA",0.14900088711087,57.7993527508091,3,0,3
"ENSG00000290418.2","TPTEP1","lncRNA",0.209858805699047,75.5987055016181,3,1,2
"ENSG00000290548.2","ENSG00000290548","lncRNA",0.475987372643176,99.789644012945,4,1,3
"ENSG00000290890.2","PDPR2P","lncRNA",0.489514816532317,99.9352750809062,3,4,-1
"ENSG00000290945.2","ENSG00000290945","lncRNA",0.356170288667584,96.5695792880259,9,0,9
"ENSG00000290948.2","ENSG00000290948","lncRNA",0.124721358176738,49.2071197411003,8,0,8
"ENSG00000291118.2","ZNF767P","lncRNA",0.283833818246977,89.6601941747573,7,1,6
"ENSG00000293329.2","DUXAP9","lncRNA",-0.0122740542061483,8.88349514563107,3,0,3
