"category","splice","hmseekrunique_lensum","nonsig_lensum","funcdomain","pthreshold","fisherp","fisherp_bias","sigperct","perct_diff"
"repressor","spliced",250,1260,"XISTint6","p0.05",0.149039798470774,"",16.5562913907285,-2.39589038822221
"activator","unspliced",925,15304,"XISTint7","p0.05",0.511181105613136,"",5.69967342411732,-0.172358392469414
"repressor","unspliced",1004,16094,"XISTint7","p0.05",0.511181105613136,"",5.87203181658673,-0.172358392469414
"activator","spliced",19,780,"XISTint7","p0.05",4.43067718032423e-07,"repressor",2.37797246558198,-4.77434541521272
"repressor","spliced",108,1402,"XISTint7","p0.05",4.43067718032423e-07,"repressor",7.1523178807947,-4.77434541521272
"activator","unspliced",4818,11411,"XISTint8","p0.05",1.85955517073354e-11,"repressor",29.6875962782673,-3.42153929314456
"repressor","unspliced",5661,11437,"XISTint8","p0.05",1.85955517073354e-11,"repressor",33.1091355714119,-3.42153929314456
"activator","spliced",87,711,"XISTint8","p0.05",1.86314167268316e-14,"repressor",10.9022556390977,-12.8063536324254
"repressor","spliced",358,1152,"XISTint8","p0.05",1.86314167268316e-14,"repressor",23.7086092715232,-12.8063536324254
"activator","unspliced",413,15816,"XISTint9","p0.05",0.391505091089946,"",2.54482716125454,-0.15139461907064
"repressor","unspliced",461,16637,"XISTint9","p0.05",0.391505091089946,"",2.69622178032518,-0.15139461907064
"activator","spliced",29,769,"XISTint9","p0.05",0.199470406901028,"",3.63408521303258,0.985078590516025
"repressor","spliced",40,1470,"XISTint9","p0.05",0.199470406901028,"",2.64900662251656,0.985078590516025
"activator","unspliced",103,16127,"XISTrA","p0.05",0.251274279283785,"",0.634627233518176,0.0965526049066426
"repressor","unspliced",92,17006,"XISTrA","p0.05",0.251274279283785,"",0.538074628611534,0.0965526049066426
"activator","spliced",15,783,"XISTrA","p0.05",0.199193993665529,"",1.8796992481203,0.68764626798785
"repressor","spliced",18,1492,"XISTrA","p0.05",0.199193993665529,"",1.19205298013245,0.68764626798785
"activator","unspliced",88,16142,"XISTrB1","p0.05",0.490495713993415,"",0.542205791743685,0.056768898539801
"repressor","unspliced",83,17015,"XISTrB1","p0.05",0.490495713993415,"",0.485436893203884,0.056768898539801
"activator","spliced",13,786,"XISTrB1","p0.05",0.447485075241416,"",1.6270337922403,0.43498081210785
"repressor","spliced",18,1492,"XISTrB1","p0.05",0.447485075241416,"",1.19205298013245,0.43498081210785
"activator","unspliced",56,16173,"XISTrB2","p0.05",0.498003677784317,"",0.345061310000616,0.0467808093572661
"repressor","unspliced",51,17047,"XISTrB2","p0.05",0.498003677784317,"",0.29828050064335,0.0467808093572661
"activator","spliced",7,792,"XISTrB2","p0.05",1,"",0.876095118898623,-0.117282364545085
"repressor","spliced",15,1495,"XISTrB2","p0.05",1,"",0.993377483443709,-0.117282364545085
"activator","unspliced",228,16002,"XISTrD","p0.05",0.0194123563417639,"repressor",1.40480591497227,-0.320542078945144
"repressor","unspliced",295,16803,"XISTrD","p0.05",0.0194123563417639,"repressor",1.72534799391742,-0.320542078945144
"activator","spliced",11,788,"XISTrD","p0.05",7.49751760859954e-05,"repressor",1.37672090112641,-2.99414002602591
"repressor","spliced",66,1444,"XISTrD","p0.05",7.49751760859954e-05,"repressor",4.37086092715232,-2.99414002602591
"activator","unspliced",506,15723,"XISTrE","p0.05",0.0751313746004149,"",3.11787540821985,-0.350366491417531
"repressor","unspliced",593,16505,"XISTrE","p0.05",0.0751313746004149,"",3.46824189963738,-0.350366491417531
"activator","spliced",13,786,"XISTrE","p0.05",0.00233034140981799,"repressor",1.6270337922403,-2.28025097597162
"repressor","spliced",59,1451,"XISTrE","p0.05",0.00233034140981799,"repressor",3.90728476821192,-2.28025097597162
"activator","unspliced",748,15481,"XISTrF","p0.05",0.677484206531373,"",4.60903321215109,-0.0991197881998307
"repressor","unspliced",805,16293,"XISTrF","p0.05",0.677484206531373,"",4.70815300035092,-0.0991197881998307
"activator","spliced",45,754,"XISTrF","p0.05",0.367401724080917,"",5.63204005006258,0.930053295095691
"repressor","spliced",71,1439,"XISTrF","p0.05",0.367401724080917,"",4.70198675496689,0.930053295095691
"activator","unspliced",2984,13245,"ASAR6-141chk1","p0.01",0.0513231995833263,"",18.3868383757471,-0.837632322580173
"repressor","unspliced",3287,13811,"ASAR6-141chk1","p0.01",0.0513231995833263,"",19.2244706983273,-0.837632322580173
"activator","spliced",51,748,"ASAR6-141chk1","p0.01",0.859901035598111,"",6.38297872340426,-0.239537832887136
"repressor","spliced",100,1410,"ASAR6-141chk1","p0.01",0.859901035598111,"",6.62251655629139,-0.239537832887136
"activator","unspliced",3823,12407,"ASAR6-141chk2","p0.01",2.81379433213077e-18,"repressor",23.5551447935921,-4.17324449170441
"repressor","unspliced",4741,12357,"ASAR6-141chk2","p0.01",2.81379433213077e-18,"repressor",27.7283892852965,-4.17324449170441
"activator","spliced",59,740,"ASAR6-141chk2","p0.01",1.5971172791637e-16,"repressor",7.38423028785982,-12.5495445465773
"repressor","spliced",301,1209,"ASAR6-141chk2","p0.01",1.5971172791637e-16,"repressor",19.9337748344371,-12.5495445465773
"activator","unspliced",2745,13485,"ASAR6-141chk3","p0.01",0.000561724200133081,"repressor",16.913123844732,-1.44682234465797
"repressor","unspliced",3139,13958,"ASAR6-141chk3","p0.01",0.000561724200133081,"repressor",18.35994618939,-1.44682234465797
"activator","spliced",32,766,"ASAR6-141chk3","p0.01",1.25851280127241e-06,"repressor",4.01002506265664,-5.39394844727713
"repressor","spliced",142,1368,"ASAR6-141chk3","p0.01",1.25851280127241e-06,"repressor",9.40397350993377,-5.39394844727713
"activator","unspliced",4077,12153,"ASAR6-141chk4","p0.01",4.87569627263507e-13,"repressor",25.1201478743068,-3.51645503848488
"repressor","unspliced",4896,12201,"ASAR6-141chk4","p0.01",4.87569627263507e-13,"repressor",28.6366029127917,-3.51645503848488
"activator","spliced",36,763,"ASAR6-141chk4","p0.01",2.96065349543538e-28,"repressor",4.50563204005006,-15.8917189533274
"repressor","spliced",308,1202,"ASAR6-141chk4","p0.01",2.96065349543538e-28,"repressor",20.3973509933775,-15.8917189533274
"activator","unspliced",3314,12915,"ASAR6-141chk5","p0.01",7.71503611405353e-05,"activator",20.4202353811079,1.72104838923797
"repressor","unspliced",3197,13900,"ASAR6-141chk5","p0.01",7.71503611405353e-05,"activator",18.6991869918699,1.72104838923797
"activator","spliced",47,752,"ASAR6-141chk5","p0.01",0.0141400609096235,"repressor",5.88235294117647,-2.85936891312816
"repressor","spliced",132,1378,"ASAR6-141chk5","p0.01",0.0141400609096235,"repressor",8.74172185430464,-2.85936891312816
"activator","unspliced",12,16218,"Blustr-5ss","p0.01",0.0357113711843572,"repressor",0.0739371534195934,-0.0781363097610816
"repressor","unspliced",26,17071,"Blustr-5ss","p0.01",0.0357113711843572,"repressor",0.152073463180675,-0.0781363097610816
"activator","spliced",0,799,"Blustr-5ss","p0.01",0.555750559842457,"",0,-0.198675496688742
"repressor","spliced",3,1507,"Blustr-5ss","p0.01",0.555750559842457,"",0.198675496688742,-0.198675496688742
"activator","unspliced",26,16203,"e-Ccnd1","p0.01",0.14012386390156,"",0.160207036786,-0.073752137338115
"repressor","unspliced",40,17057,"e-Ccnd1","p0.01",0.14012386390156,"",0.233959174124115,-0.073752137338115
"activator","spliced",0,799,"e-Ccnd1","p0.01",0.547212962914314,"",0,-0.132450331125828
"repressor","spliced",2,1508,"e-Ccnd1","p0.01",0.547212962914314,"",0.132450331125828,-0.132450331125828
"activator","unspliced",66,16164,"e-ID1","p0.01",1.00939860581861e-07,"repressor",0.406654343807763,-0.464843579804566
"repressor","unspliced",149,16948,"e-ID1","p0.01",1.00939860581861e-07,"repressor",0.87149792361233,-0.464843579804566
"activator","spliced",13,785,"e-ID1","p0.01",0.628881896147507,"",1.62907268170426,-0.357682285183156
"repressor","spliced",30,1480,"e-ID1","p0.01",0.628881896147507,"",1.98675496688742,-0.357682285183156
"activator","unspliced",17,16213,"e-Klf6","p0.01",0.227086541463595,"",0.104744300677757,-0.0531689055451928
"repressor","unspliced",27,17071,"e-Klf6","p0.01",0.227086541463595,"",0.15791320622295,-0.0531689055451928
"activator","spliced",1,797,"e-Klf6","p0.01",0.345753899480069,"",0.12531328320802,0.12531328320802
"repressor","spliced",0,1510,"e-Klf6","p0.01",0.345753899480069,"",0,0.12531328320802
"activator","unspliced",19,16211,"e-Med13l","p0.01",0.307005046481752,"",0.117067159581023,-0.0466946839094439
"repressor","unspliced",28,17070,"e-Med13l","p0.01",0.307005046481752,"",0.163761843490467,-0.0466946839094439
"activator","spliced",1,797,"e-Med13l","p0.01",1,"",0.12531328320802,-0.0733622134807217
"repressor","spliced",3,1507,"e-Med13l","p0.01",1,"",0.198675496688742,-0.0733622134807217
"activator","unspliced",38,16192,"e-Sp3","p0.01",0.00760555148710973,"activator",0.234134319162046,0.123003711453091
"repressor","unspliced",19,17078,"e-Sp3","p0.01",0.00760555148710973,"activator",0.111130607708955,0.123003711453091
"activator","spliced",9,790,"e-Sp3","p0.01",0.00181638107305421,"activator",1.12640801001252,0.993957678886688
"repressor","spliced",2,1508,"e-Sp3","p0.01",0.00181638107305421,"activator",0.132450331125828,0.993957678886688
"activator","unspliced",170,16060,"e-YY1","p0.01",4.1356116920484e-06,"activator",1.04744300677757,0.456730642758389
"repressor","unspliced",101,16997,"e-YY1","p0.01",4.1356116920484e-06,"activator",0.590712364019183,0.456730642758389
"activator","spliced",43,755,"e-YY1","p0.01",4.56291934653335e-06,"activator",5.38847117794486,3.60039170774619
"repressor","spliced",27,1483,"e-YY1","p0.01",4.56291934653335e-06,"activator",1.78807947019868,3.60039170774619
"activator","unspliced",44,16185,"FIRRE-RRD","p0.01",0.831480196821055,"",0.27111960071477,0.0137795609440364
"repressor","unspliced",44,17054,"FIRRE-RRD","p0.01",0.831480196821055,"",0.257340039770733,0.0137795609440364
"activator","spliced",4,795,"FIRRE-RRD","p0.01",0.243946511025695,"",0.500625782227785,0.301950285539043
"repressor","spliced",3,1507,"FIRRE-RRD","p0.01",0.243946511025695,"",0.198675496688742,0.301950285539043
"activator","unspliced",278,15951,"HOTTIP-MLL","p0.01",2.05496729138461e-05,"activator",1.71298293178877,0.554952752820473
"repressor","unspliced",198,16900,"HOTTIP-MLL","p0.01",2.05496729138461e-05,"activator",1.1580301789683,0.554952752820473
"activator","spliced",54,745,"HOTTIP-MLL","p0.01",5.71592520562821e-05,"activator",6.75844806007509,3.71209044418105
"repressor","spliced",46,1464,"HOTTIP-MLL","p0.01",5.71592520562821e-05,"activator",3.04635761589404,3.71209044418105
"activator","unspliced",0,16229,"HSat3_antisense","p0.01",0.50032495851941,"",0,-0.0116972745350333
"repressor","unspliced",2,17096,"HSat3_antisense","p0.01",0.50032495851941,"",0.0116972745350333,-0.0116972745350333
"activator","spliced",0,799,"HSat3_antisense","p0.01",1,"",0,0
"repressor","spliced",0,1510,"HSat3_antisense","p0.01",1,"",0,0
"activator","unspliced",0,16229,"HSat3_sense","p0.01",1,"",0,-0.00584863726751667
"repressor","unspliced",1,17097,"HSat3_sense","p0.01",1,"",0.00584863726751667,-0.00584863726751667
"activator","spliced",0,799,"HSat3_sense","p0.01",1,"",0,0
"repressor","spliced",0,1510,"HSat3_sense","p0.01",1,"",0,0
"activator","unspliced",13,16216,"JPX-9","p0.01",0.107996617624381,"",0.0801035183930002,0.0450116947879002
"repressor","unspliced",6,17092,"JPX-9","p0.01",0.107996617624381,"",0.0350918236051,0.0450116947879002
"activator","spliced",0,799,"JPX-9","p0.01",1,"",0,0
"repressor","spliced",0,1510,"JPX-9","p0.01",1,"",0,0
"activator","unspliced",195,16034,"MALAT1E","p0.01",0.540335342973557,"",1.201552775895,0.0726997607461464
"repressor","unspliced",193,16904,"MALAT1E","p0.01",0.540335342973557,"",1.12885301514886,0.0726997607461464
"activator","spliced",4,795,"MALAT1E","p0.01",0.243946511025695,"",0.500625782227785,0.301950285539043
"repressor","spliced",3,1507,"MALAT1E","p0.01",0.243946511025695,"",0.198675496688742,0.301950285539043
"activator","unspliced",297,15932,"MALAT1M","p0.01",3.13075189580783e-06,"repressor",1.8300573048247,-0.755040367417671
"repressor","unspliced",442,16656,"MALAT1M","p0.01",3.13075189580783e-06,"repressor",2.58509767224237,-0.755040367417671
"activator","spliced",0,799,"MALAT1M","p0.01",0.00220655924655827,"repressor",0,-1.05960264900662
"repressor","spliced",16,1494,"MALAT1M","p0.01",0.00220655924655827,"repressor",1.05960264900662,-1.05960264900662
"activator","unspliced",12,16218,"MEG3-NRE","p0.01",0.0931523631473884,"",0.0739371534195934,-0.06058150373329
"repressor","unspliced",23,17075,"MEG3-NRE","p0.01",0.0931523631473884,"",0.134518657152883,-0.06058150373329
"activator","spliced",1,797,"MEG3-NRE","p0.01",0.433289320682645,"",0.12531328320802,-0.272037710169463
"repressor","spliced",6,1504,"MEG3-NRE","p0.01",0.433289320682645,"",0.397350993377483,-0.272037710169463
"activator","unspliced",10,16219,"ncRNA-a7","p0.01",0.000748750972448829,"activator",0.0616180910715386,0.0616180910715386
"repressor","unspliced",0,17098,"ncRNA-a7","p0.01",0.000748750972448829,"activator",0,0.0616180910715386
"activator","spliced",5,794,"ncRNA-a7","p0.01",0.00492096893966781,"activator",0.625782227784731,0.625782227784731
"repressor","spliced",0,1510,"ncRNA-a7","p0.01",0.00492096893966781,"activator",0,0.625782227784731
"activator","unspliced",655,15574,"NEAT1chk1","p0.01",0.000183748112298087,"repressor",4.03598496518578,-0.847912794655129
"repressor","unspliced",835,16262,"NEAT1chk1","p0.01",0.000183748112298087,"repressor",4.88389775984091,-0.847912794655129
"activator","spliced",63,735,"NEAT1chk1","p0.01",0.741782911151363,"",7.89473684210526,0.411293133495992
"repressor","spliced",113,1397,"NEAT1chk1","p0.01",0.741782911151363,"",7.48344370860927,0.411293133495992
"activator","unspliced",4298,11931,"NEAT1chk10","p0.01",0.0713277533897374,"",26.4834555425473,-0.8823182321632
"repressor","unspliced",4679,12419,"NEAT1chk10","p0.01",0.0713277533897374,"",27.3657737747105,-0.8823182321632
"activator","spliced",78,720,"NEAT1chk10","p0.01",6.98778760744713e-08,"repressor",9.77443609022556,-8.30503410844993
"repressor","spliced",273,1237,"NEAT1chk10","p0.01",6.98778760744713e-08,"repressor",18.0794701986755,-8.30503410844993
"activator","unspliced",4143,12086,"NEAT1chk11","p0.01",0.0443677179794881,"repressor",25.5283751309384,-0.96750133861762
"repressor","unspliced",4530,12567,"NEAT1chk11","p0.01",0.0443677179794881,"repressor",26.4958764695561,-0.96750133861762
"activator","spliced",89,709,"NEAT1chk11","p0.01",0.381791253617473,"",11.1528822055138,-1.29744892031403
"repressor","spliced",188,1322,"NEAT1chk11","p0.01",0.381791253617473,"",12.4503311258278,-1.29744892031403
"activator","unspliced",1825,14404,"NEAT1chk12","p0.01",1.16179671254429e-09,"activator",11.2453016205558,2.02200064968201
"repressor","unspliced",1577,15521,"NEAT1chk12","p0.01",1.16179671254429e-09,"activator",9.22330097087379,2.02200064968201
"activator","spliced",12,787,"NEAT1chk12","p0.01",2.36639657076041e-15,"repressor",1.50187734668335,-7.83587099768751
"repressor","spliced",141,1369,"NEAT1chk12","p0.01",2.36639657076041e-15,"repressor",9.33774834437086,-7.83587099768751
"activator","unspliced",793,15436,"NEAT1chk13","p0.01",0.328526097784303,"",4.88631462197301,0.230799357029743
"repressor","unspliced",796,16302,"NEAT1chk13","p0.01",0.328526097784303,"",4.65551526494327,0.230799357029743
"activator","spliced",0,799,"NEAT1chk13","p0.01",1.16441356636392e-08,"repressor",0,-2.8476821192053
"repressor","spliced",43,1467,"NEAT1chk13","p0.01",1.16441356636392e-08,"repressor",2.8476821192053,-2.8476821192053
"activator","unspliced",16,16213,"NEAT1chk14","p0.01",0.715639221760044,"",0.0985889457144618,0.0167080239692284
"repressor","unspliced",14,17084,"NEAT1chk14","p0.01",0.715639221760044,"",0.0818809217452334,0.0167080239692284
"activator","spliced",0,799,"NEAT1chk14","p0.01",0.547212962914314,"",0,-0.132450331125828
"repressor","spliced",2,1508,"NEAT1chk14","p0.01",0.547212962914314,"",0.132450331125828,-0.132450331125828
"activator","unspliced",2342,13887,"NEAT1chk15","p0.01",0.00432487104995696,"activator",14.4309569289543,1.08358604517356
"repressor","unspliced",2282,14815,"NEAT1chk15","p0.01",0.00432487104995696,"activator",13.3473708837808,1.08358604517356
"activator","spliced",37,761,"NEAT1chk15","p0.01",0.000823558260768062,"repressor",4.63659147869674,-3.70777938223041
"repressor","spliced",126,1384,"NEAT1chk15","p0.01",0.000823558260768062,"repressor",8.34437086092715,-3.70777938223041
"activator","unspliced",2639,13590,"NEAT1chk16","p0.01",0.00129714465689469,"activator",16.261014233779,1.28265419166885
"repressor","unspliced",2561,14537,"NEAT1chk16","p0.01",0.00129714465689469,"activator",14.9783600421102,1.28265419166885
"activator","spliced",43,756,"NEAT1chk16","p0.01",0.275988451096009,"",5.38172715894869,-1.17456423177979
"repressor","spliced",99,1411,"NEAT1chk16","p0.01",0.275988451096009,"",6.55629139072848,-1.17456423177979
"activator","unspliced",337,15893,"NEAT1chk17","p0.01",5.47435734135072e-31,"activator",2.07640172520025,1.43305162577341
"repressor","unspliced",110,16988,"NEAT1chk17","p0.01",5.47435734135072e-31,"activator",0.643350099426834,1.43305162577341
"activator","spliced",0,799,"NEAT1chk17","p0.01",0.0185286879813456,"repressor",0,-0.662251655629139
"repressor","spliced",10,1500,"NEAT1chk17","p0.01",0.0185286879813456,"repressor",0.662251655629139,-0.662251655629139
"activator","unspliced",253,15976,"NEAT1chk18","p0.01",3.39376102749181e-16,"activator",1.55893770410993,0.92143624195061
"repressor","unspliced",109,16989,"NEAT1chk18","p0.01",3.39376102749181e-16,"activator",0.637501462159317,0.92143624195061
"activator","spliced",5,793,"NEAT1chk18","p0.01",0.328671662967501,"",0.6265664160401,0.295440588225531
"repressor","spliced",5,1505,"NEAT1chk18","p0.01",0.328671662967501,"",0.33112582781457,0.295440588225531
"activator","unspliced",46,16183,"NEAT1chk19","p0.01",0.687890165811206,"",0.283443218929078,-0.0265345562493058
"repressor","unspliced",53,17045,"NEAT1chk19","p0.01",0.687890165811206,"",0.309977775178383,-0.0265345562493058
"activator","spliced",0,799,"NEAT1chk19","p0.01",0.555750559842457,"",0,-0.198675496688742
"repressor","spliced",3,1507,"NEAT1chk19","p0.01",0.555750559842457,"",0.198675496688742,-0.198675496688742
"activator","unspliced",35,16194,"NEAT1chk2","p0.01",0.00800731364211844,"activator",0.215663318750385,0.116236485202602
"repressor","unspliced",17,17081,"NEAT1chk2","p0.01",0.00800731364211844,"activator",0.0994268335477834,0.116236485202602
"activator","spliced",0,799,"NEAT1chk2","p0.01",1,"",0,0
"repressor","spliced",0,1510,"NEAT1chk2","p0.01",1,"",0,0
"activator","unspliced",297,15932,"NEAT1chk20","p0.01",2.3222485287344e-20,"activator",1.8300573048247,1.11652355818766
"repressor","unspliced",122,16976,"NEAT1chk20","p0.01",2.3222485287344e-20,"activator",0.713533746637034,1.11652355818766
"activator","spliced",5,793,"NEAT1chk20","p0.01",0.328671662967501,"",0.6265664160401,0.295440588225531
"repressor","spliced",5,1505,"NEAT1chk20","p0.01",0.328671662967501,"",0.33112582781457,0.295440588225531
"activator","unspliced",98,16131,"NEAT1chk21","p0.01",9.88341998112495e-47,"repressor",0.603857292501078,-1.88195893256765
"repressor","unspliced",425,16672,"NEAT1chk21","p0.01",9.88341998112495e-47,"repressor",2.48581622506873,-1.88195893256765
"activator","spliced",0,799,"NEAT1chk21","p0.01",1,"",0,0
"repressor","spliced",0,1510,"NEAT1chk21","p0.01",1,"",0,0
"activator","unspliced",129,16101,"NEAT1chk22","p0.01",6.69699716858253e-32,"repressor",0.794824399260628,-1.57972233135114
"repressor","unspliced",406,16692,"NEAT1chk22","p0.01",6.69699716858253e-32,"repressor",2.37454673061177,-1.57972233135114
"activator","spliced",0,799,"NEAT1chk22","p0.01",2.62758556086573e-05,"repressor",0,-1.72185430463576
"repressor","spliced",26,1484,"NEAT1chk22","p0.01",2.62758556086573e-05,"repressor",1.72185430463576,-1.72185430463576
"activator","unspliced",118,16111,"NEAT1chk3","p0.01",0.11182767765643,"",0.727093474644156,-0.161899390018378
"repressor","unspliced",152,16946,"NEAT1chk3","p0.01",0.11182767765643,"",0.888992864662534,-0.161899390018378
"activator","spliced",0,799,"NEAT1chk3","p0.01",4.8788934874574e-05,"repressor",0,-1.65562913907285
"repressor","spliced",25,1485,"NEAT1chk3","p0.01",4.8788934874574e-05,"repressor",1.65562913907285,-1.65562913907285
"activator","unspliced",2501,13729,"NEAT1chk4","p0.01",0.00243299858922509,"repressor",15.4097350585336,-1.22378933028383
"repressor","unspliced",2844,14254,"NEAT1chk4","p0.01",0.00243299858922509,"repressor",16.6335243888174,-1.22378933028383
"activator","spliced",17,781,"NEAT1chk4","p0.01",3.47772913197025e-14,"repressor",2.13032581453634,-8.00212451658949
"repressor","spliced",153,1357,"NEAT1chk4","p0.01",3.47772913197025e-14,"repressor",10.1324503311258,-8.00212451658949
"activator","unspliced",22,16207,"NEAT1chk5","p0.01",0.114729088409418,"",0.135559800357385,-0.0749911412732151
"repressor","unspliced",36,17062,"NEAT1chk5","p0.01",0.114729088409418,"",0.2105509416306,-0.0749911412732151
"activator","spliced",0,799,"NEAT1chk5","p0.01",1,"",0,0
"repressor","spliced",0,1510,"NEAT1chk5","p0.01",1,"",0,0
"activator","unspliced",0,16229,"NEAT1chk6","p0.01",0.0629063052211424,"",0,-0.0292431863375833
"repressor","unspliced",5,17093,"NEAT1chk6","p0.01",0.0629063052211424,"",0.0292431863375833,-0.0292431863375833
"activator","spliced",0,799,"NEAT1chk6","p0.01",1,"",0,0
"repressor","spliced",0,1510,"NEAT1chk6","p0.01",1,"",0,0
"activator","unspliced",3502,12727,"NEAT1chk7","p0.01",0.612036792508146,"",21.5786554932528,0.229880854427293
"repressor","unspliced",3650,13447,"NEAT1chk7","p0.01",0.612036792508146,"",21.3487746388255,0.229880854427293
"activator","spliced",31,768,"NEAT1chk7","p0.01",1.16842932991655e-18,"repressor",3.87984981226533,-11.4181634327678
"repressor","spliced",231,1279,"NEAT1chk7","p0.01",1.16842932991655e-18,"repressor",15.2980132450331,-11.4181634327678
"activator","unspliced",23,16207,"NEAT1chk8","p0.01",0.00610949146149756,"repressor",0.141712877387554,-0.139038131561384
"repressor","unspliced",48,17049,"NEAT1chk8","p0.01",0.00610949146149756,"repressor",0.280751008948938,-0.139038131561384
"activator","spliced",0,799,"NEAT1chk8","p0.01",1,"",0,0
"repressor","spliced",0,1510,"NEAT1chk8","p0.01",1,"",0,0
"activator","unspliced",4033,12197,"NEAT1chk9","p0.01",0.00177359590237664,"repressor",24.849044978435,-1.49906591172759
"repressor","unspliced",4505,12593,"NEAT1chk9","p0.01",0.00177359590237664,"repressor",26.3481108901626,-1.49906591172759
"activator","spliced",53,746,"NEAT1chk9","p0.01",2.46019555803686e-08,"repressor",6.63329161451815,-7.53889381594543
"repressor","spliced",214,1296,"NEAT1chk9","p0.01",2.46019555803686e-08,"repressor",14.1721854304636,-7.53889381594543
"activator","unspliced",19,16211,"NKILA-SRSFNRE","p0.01",0.739204458233466,"",0.117067159581023,0.0176403260332394
"repressor","unspliced",17,17081,"NKILA-SRSFNRE","p0.01",0.739204458233466,"",0.0994268335477834,0.0176403260332394
"activator","spliced",4,795,"NKILA-SRSFNRE","p0.01",0.190822111330441,"",0.500625782227785,0.368175451101957
"repressor","spliced",2,1508,"NKILA-SRSFNRE","p0.01",0.190822111330441,"",0.132450331125828,0.368175451101957
"activator","unspliced",34,16196,"NXF1-enChr","p0.01",0.104775453376434,"",0.209488601355514,-0.0946583250058355
"repressor","unspliced",52,17045,"NXF1-enChr","p0.01",0.104775453376434,"",0.30414692636135,-0.0946583250058355
"activator","spliced",2,796,"NXF1-enChr","p0.01",0.509199428367474,"",0.25062656641604,-0.279174758087271
"repressor","spliced",8,1502,"NXF1-enChr","p0.01",0.509199428367474,"",0.529801324503311,-0.279174758087271
"activator","unspliced",27,16202,"PRRX2-eRNA","p0.01",0.245358577075803,"",0.166368845893154,0.0493961005428209
"repressor","unspliced",20,17078,"PRRX2-eRNA","p0.01",0.245358577075803,"",0.116972745350333,0.0493961005428209
"activator","spliced",1,798,"PRRX2-eRNA","p0.01",1,"",0.125156445556946,-0.00729388556888164
"repressor","spliced",2,1508,"PRRX2-eRNA","p0.01",1,"",0.132450331125828,-0.00729388556888164
"activator","unspliced",40,16190,"PVT1-22","p0.01",0.000185333063143161,"activator",0.246457178065311,0.164571467121871
"repressor","unspliced",14,17083,"PVT1-22","p0.01",0.000185333063143161,"activator",0.0818857109434404,0.164571467121871
"activator","spliced",1,798,"PVT1-22","p0.01",0.346037245560849,"",0.125156445556946,0.125156445556946
"repressor","spliced",0,1510,"PVT1-22","p0.01",0.346037245560849,"",0,0.125156445556946
"activator","unspliced",78,16152,"SEMA3C-eRNA","p0.01",0.688156395058225,"",0.480591497227357,0.0302464276285732
"repressor","unspliced",77,17021,"SEMA3C-eRNA","p0.01",0.688156395058225,"",0.450345069598784,0.0302464276285732
"activator","spliced",0,799,"SEMA3C-eRNA","p0.01",0.547212962914314,"",0,-0.132450331125828
"repressor","spliced",2,1508,"SEMA3C-eRNA","p0.01",0.547212962914314,"",0.132450331125828,-0.132450331125828
"activator","unspliced",603,15626,"XIST-PfIMI","p0.01",0.015932941777805,"repressor",3.71557089161378,-0.51884249006829
"repressor","unspliced",724,16374,"XIST-PfIMI","p0.01",0.015932941777805,"repressor",4.23441338168207,-0.51884249006829
"activator","spliced",17,782,"XIST-PfIMI","p0.01",0.000526116328490315,"repressor",2.12765957446809,-2.97167817387629
"repressor","spliced",77,1433,"XIST-PfIMI","p0.01",0.000526116328490315,"repressor",5.09933774834437,-2.97167817387629
"activator","unspliced",238,15991,"XISTint1","p0.01",0.0448742098203908,"activator",1.46651056750262,0.255842653126668
"repressor","unspliced",207,16891,"XISTint1","p0.01",0.0448742098203908,"activator",1.21066791437595,0.255842653126668
"activator","spliced",6,792,"XISTint1","p0.01",0.360795675376339,"",0.75187969924812,0.354528705870637
"repressor","spliced",6,1504,"XISTint1","p0.01",0.360795675376339,"",0.397350993377483,0.354528705870637
"activator","unspliced",3,16227,"XISTint10","p0.01",0.000305355380804939,"repressor",0.0184842883548983,-0.104337094262952
"repressor","unspliced",21,17077,"XISTint10","p0.01",0.000305355380804939,"repressor",0.12282138261785,-0.104337094262952
"activator","spliced",0,799,"XISTint10","p0.01",0.00352143172220417,"repressor",0,-0.927152317880795
"repressor","spliced",14,1496,"XISTint10","p0.01",0.00352143172220417,"repressor",0.927152317880795,-0.927152317880795
"activator","unspliced",3392,12837,"XISTint11","p0.01",2.33660661519891e-15,"repressor",20.9008564914659,-3.6414608741538
"repressor","unspliced",4196,12901,"XISTint11","p0.01",2.33660661519891e-15,"repressor",24.5423173656197,-3.6414608741538
"activator","spliced",56,743,"XISTint11","p0.01",2.15901874925065e-24,"repressor",7.00876095118899,-15.9713714991421
"repressor","spliced",347,1163,"XISTint11","p0.01",2.15901874925065e-24,"repressor",22.9801324503311,-15.9713714991421
"activator","unspliced",2825,13404,"XISTint12","p0.01",5.34718322132921e-28,"repressor",17.4071107277097,-4.7884677025161
"repressor","unspliced",3795,13303,"XISTint12","p0.01",5.34718322132921e-28,"repressor",22.1955784302258,-4.7884677025161
"activator","spliced",29,769,"XISTint12","p0.01",1.29409349696047e-36,"repressor",3.63408521303258,-18.2864445882919
"repressor","spliced",331,1179,"XISTint12","p0.01",1.29409349696047e-36,"repressor",21.9205298013245,-18.2864445882919
"activator","unspliced",2380,13849,"XISTint13","p0.01",7.89935845056968e-08,"repressor",14.6651056750262,-2.14387783181672
